,tweet_id,date,time,name,stage,rating_numerator,rating_denominator,favorite_count,retweet_count,text,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
10,888554962724278272,07-22-2017,00:23,Ralphus,None ,13.0,10.0,20209,3699,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian Husky,0.700377,True,Eskimo Dog,0.166511,True,Malamute,0.111411,True
11,888078434458587136,07-20-2017,16:49,Gerald,None ,12.0,10.0,22079,3612,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want th… https://t.co/UibDBnVpvR,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French Bulldog,0.995026,True,Pug,0.000931908,True,Bull Mastiff,0.000903211,True
12,887705289381826560,07-19-2017,16:06,Jeffrey,None ,13.0,10.0,30617,5552,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ck… https://t.co/m7BR4JgDrZ,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.026236400000000003,True
13,887517139158093824,07-19-2017,03:39,None,None ,14.0,10.0,46810,11989,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,Limousine,0.130432,False,Tow Truck,0.0291754,False,Shopping Cart,0.0263208,False
14,887343217045368832,07-18-2017,16:08,None,None ,13.0,10.0,34118,10661,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican Hairless,0.330741,True,Sea Lion,0.275645,False,Weimaraner,0.134203,True
15,887101392804085760,07-18-2017,00:07,None,None ,12.0,10.0,30962,6117,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suff… https://t.co/UgW2xbO7Rg,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo Dog,0.0350295,True,Staffordshire Bullterrier,0.029704700000000007,True
16,886983233522544640,07-17-2017,16:17,Maya,None ,13.0,10.0,35667,7993,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,Toy Terrier,0.143528,True,Can Opener,0.0322529,False
17,886736880519319552,07-16-2017,23:58,Mingus,None ,13.0,10.0,12253,3394,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help… https://t.co/RipKYZ0T1u",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,Kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True
18,886680336477933568,07-16-2017,20:14,Derek,None ,13.0,10.0,22728,4582,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,Convertible,0.738995,False,Sports Car,0.139952,False,Car Wheel,0.0441727,False
19,886366144734445568,07-15-2017,23:25,Roscoe,pupper,12.0,10.0,21429,3274,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 dee… https://t.co/iIu3AF8IWH,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston Bull,7.55616e-05,True
20,885984800019947520,07-14-2017,22:10,Jimbo,None ,12.0,10.0,33177,7008,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 1… https://t.co/lWeeGBBXmE,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese Mountain Dog,0.00623915,True
21,885528943205470208,07-13-2017,15:58,Maisey,None ,13.0,10.0,36493,6611,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,Pug,0.369275,True,Labrador Retriever,0.265835,True,Kuvasz,0.134697,True
22,885167619883638784,07-12-2017,16:03,None,None ,13.0,10.0,22238,4503,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongu… https://t.co/JMU4y341NB,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,Siberian Husky,0.0717125,True,Eskimo Dog,0.0557697,True
23,884562892145688576,07-11-2017,00:00,Kevin,None ,13.0,10.0,24661,5062,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,French Bulldog,0.404291,True,Brabancon Griffon,0.0440019,True
24,884441805382717440,07-10-2017,15:58,None,None ,14.0,10.0,27360,5814,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (I… https://t.co/JkL9KmUt8X",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
25,883482846933004288,07-08-2017,00:28,Bella,None ,5.0,10.0,46576,10285,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,True,Labrador Retriever,0.032409,True,Kuvasz,0.00550072,True
26,883117836046086144,07-07-2017,00:17,None,None ,13.0,10.0,37721,6868,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,True,Labrador Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True
27,882992080364220416,07-06-2017,15:58,Rusty,None ,13.0,10.0,24303,4067,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,True,Siberian Husky,0.406044,True,Dingo,0.07341439999999999,False
28,882762694511734784,07-06-2017,00:46,Gus,pupper,12.0,10.0,28730,5064,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,True,Chesapeake Bay Retriever,0.074257,True,Flat-Coated Retriever,0.015579399999999997,True
29,882627270321602560,07-05-2017,15:48,Stanley,None ,13.0,10.0,28268,6271,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (… https://t.co/KoU1kxPBcn,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
30,882268110199369728,07-04-2017,16:01,Alfy,None ,13.0,10.0,45612,11953,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True
31,881666595344535552,07-03-2017,00:11,Gary,None ,13.0,10.0,51264,10989,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True
32,881268444196462592,07-01-2017,21:49,Elliot,None ,12.0,10.0,23391,5308,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate… https://t.co/J4Q5YjzLH0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False
33,880872448815771648,06-30-2017,19:35,None,None ,12.0,10.0,21611,3934,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only plea… https://t.co/1nxJLhk0Sd,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True
34,880465832366813184,06-29-2017,16:39,Bella,None ,12.0,10.0,28915,6465,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True
35,880221127280381952,06-29-2017,00:27,Jesse,None ,12.0,10.0,27477,4376,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
36,879862464715927552,06-28-2017,00:42,Romeo,None ,13.0,10.0,22572,3605,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True
37,879492040517615616,06-27-2017,00:10,Bailey,None ,12.0,10.0,23712,3287,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False
38,879376492567855104,06-26-2017,16:31,Jack,None ,12.0,10.0,17001,3217,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get… https://t.co/RqUrIisQta,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,Labrador Retriever,0.0334961,True,Pembroke,0.0188266,True
39,879050749262655488,06-25-2017,18:56,Steven,None ,11.0,10.0,22911,4868,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/1… https://t.co/ffTAMZt2n7,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,Window Screen,0.169123,False,Egyptian Cat,0.132932,False
40,878281511006478336,06-23-2017,16:00,Shadow,None ,13.0,10.0,7867,1334,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below… https://t.co/5HuiInQveF",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True
41,878057613040115712,06-23-2017,01:10,Emmy,None ,14.0,10.0,42619,7088,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,True,Boston Bull,0.07879939999999999,True,Toy Terrier,0.0152434,True
42,877736472329191424,06-22-2017,03:54,Aja,None ,13.0,10.0,81152,19834,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999,True,Labrador Retriever,0.0620342,True,Weimaraner,0.0405991,True
43,877556246731214848,06-21-2017,15:58,Penny,None ,12.0,10.0,23115,3951,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would en… https://t.co/rc53DmRHwK,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,Welsh Springer Spaniel,0.00193621,True,Bathtub,0.000467919,False
44,877201837425926144,06-20-2017,16:29,Nelly,None ,12.0,10.0,27569,5792,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congra… https://t.co/kVwm88J6Yr,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True
45,876838120628539392,06-19-2017,16:24,Ginger,pupper,12.0,10.0,21000,3481,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug pa… https://t.co/zuDk9mBEMO,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan Mastiff,0.08893480000000001,True
46,876484053909872640,06-18-2017,16:57,Benedict,None ,13.0,10.0,19039,2487,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super du… https://t.co/ccBFQU5UWO,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,True,Irish Terrier,0.0373542,True,Chow,0.016723599999999998,True
47,876120275196170240,06-17-2017,16:52,Venti,None ,13.0,10.0,28307,4850,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scr… https://t.co/9NqZV4WwyX",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,True,Saint Bernard,0.346312,True,Greater Swiss Mountain Dog,0.0949327,True
48,875747767867523072,06-16-2017,16:11,Goose,None ,13.0,10.0,25625,4456,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal… https://t.co/XRwtpQiJ15",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,True,Chesapeake Bay Retriever,0.179975,True,Vizsla,0.0046176,True
49,875144289856114688,06-15-2017,00:13,Nugget,None ,13.0,10.0,22282,5089,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 w… https://t.co/wK0pt8Cnck,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False
50,875021211251597312,06-14-2017,16:04,None,None ,12.0,10.0,25873,4866,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999,True,Siberian Husky,0.0919133,True,Great Pyrenees,0.0460382,True
51,874680097055178752,06-13-2017,17:29,Cash,None ,12.0,10.0,28289,4802,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,True,Staffordshire Bullterrier,0.0470691,True,Beagle,0.0360071,True
52,874296783580663808,06-12-2017,16:06,Jed,pupper,13.0,10.0,26480,4264,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216,True,Miniature Poodle,0.277191,True,Toy Poodle,0.157402,True
53,874057562936811520,06-12-2017,00:15,None,None ,12.0,10.0,23005,4098,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Than… https://t.co/0MXV9ZDhS5",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.8321770000000001,True,Black-And-Tan Coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True
54,874012996292530176,06-11-2017,21:18,Sebastian,puppo,13.0,10.0,35259,10860,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy.… https://t.co/jonYjPNmYx",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True
55,873213775632977920,06-09-2017,16:22,Sierra,pupper,12.0,10.0,7411,1647,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below… https://t.co/CWPYZJvjrI,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake Bay Retriever,0.0126763,True
56,872967104147763200,06-09-2017,00:02,None,doggo,12.0,10.0,27837,5608,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10… https://t.co/8rpIJr9sAC,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913,True,Chesapeake Bay Retriever,0.174145,True,German Short-Haired Pointer,0.0928614,True
57,872820683541237760,06-08-2017,14:20,None,None ,13.0,10.0,14957,3846,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase dail… https://t.co/M15eX8HhsR",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912,True,French Bulldog,0.00055192,True,Bull Mastiff,7.28904e-05,True
58,872620804844003328,06-08-2017,01:06,Monkey,None ,13.0,10.0,21184,3859,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191,True,Sussex Spaniel,0.159088,True,Standard Poodle,0.149509,True
59,872486979161796608,06-07-2017,16:14,None,None ,12.0,10.0,41326,9324,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it toge… https://t.co/xFWhrdMuTh,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True
60,870804317367881728,06-03-2017,00:48,None,None ,11.0,10.0,33600,6319,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a… https://t.co/oZ7H2eO79W,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Home Theater,0.16829000000000002,False,Sandbar,0.0980404,False,Television,0.07972939999999999,False
61,870374049280663552,06-01-2017,20:18,Zoey,None ,13.0,10.0,84457,27378,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental s… https://t.co/6SWu4xkvDk,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841001,True,Great Pyrenees,0.0992784,True,Labrador Retriever,0.0326213,True
62,869772420881756160,05-31-2017,04:27,Dewey,None ,13.0,10.0,43406,10529,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True
63,869227993411051520,05-29-2017,16:24,Gizmo,None ,13.0,10.0,20980,3990,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 wou… https://t.co/2lERR4Uoyt,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True
64,868622495443632128,05-28-2017,00:18,None,None ,13.0,10.0,28106,6206,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868107,True,Great Pyrenees,0.060973,True,Saint Bernard,0.0334889,True
65,868552278524837888,05-27-2017,19:39,Cooper,None ,12.0,10.0,10462,2206,Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help… https://t.co/0xI8JbHfLa,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378151,True,Italian Greyhound,0.275935,True,American Staffordshire Terrier,0.0949906,True
66,867900495410671616,05-26-2017,00:29,None,None ,12.0,10.0,24813,4393,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank… https://t.co/DI5BnH6c3G",https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador Retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True
67,867051520902168576,05-23-2017,16:16,None,None ,13.0,10.0,33176,8332,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. T… https://t.co/Qk5Xvus2gJ",https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True
68,866686824827068416,05-22-2017,16:06,Lili,None ,12.0,10.0,19937,3692,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would pu… https://t.co/PSJxrMtzCu,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.51473,True,Groenendael,0.30640700000000004,True,Curly-Coated Retriever,0.0613141,True
69,865718153858494464,05-19-2017,23:57,Boomer,None ,13.0,10.0,26447,5939,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 ext… https://t.co/EzSWgvFLSD",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,Golden Retriever,0.673664,True,Kuvasz,0.157523,True,Labrador Retriever,0.126073,True
70,865359393868664832,05-19-2017,00:12,Sammy,None ,13.0,10.0,27337,5305,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a Ble… https://t.co/SOuLinJPxm,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake Bay Retriever,0.832435,True,Labrador Retriever,0.163551,True,Weimaraner,0.00277025,True
71,865006731092295680,05-18-2017,00:50,Nelly,None ,13.0,10.0,28889,8116,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurcha… https://t.co/PkOCMFCY5U,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True
72,864873206498414592,05-17-2017,16:00,None,None ,14.0,10.0,33430,9268,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/… https://t.co/0ryaeQJlsv,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,2,Pole,0.478616,False,Lakeside,0.114182,False,Wreck,0.0559265,False
73,864279568663928832,05-16-2017,00:41,Meatball,None ,12.0,10.0,15098,3236,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anythin… https://t.co/286ea8nY0m,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,Bull Mastiff,0.668613,True,French Bulldog,0.180562,True,Staffordshire Bullterrier,0.0522374,True
